code,year_,freq,ITEM5601,ITEM6008,ITEM8001,ITEM9304
22762,2016,A,,,,
22778,2016,A,,,,
22782,2016,A,,,,
22790,2016,A,,,,
22805,2016,A,,,,
22867,2016,A,,,,
22868,2016,A,,,,
22869,2016,A,,,,
22889,2016,A,,SE0000202616,,
22928,2016,A,,,,
22932,2016,A,,,,
22958,2016,A,,,,
23009,2016,A,,,,
23035,2016,A,,,,
23099,2016,A,,CH0002173760,,
23135,2016,A,,,,
23188,2016,A,,,,
23201,2016,A,,CH0001467221,,
23209,2016,A,,CH0004557879,,
23216,2016,A,,,,
23232,2016,A,ALSN,CH0024590272,1152596482.7,1.88662
23234,2016,A,ALSN,CH0024590272,1152596482.7,1.88662
23245,2016,A,MTG,CH0208062627,263699356.2,8.16407
23275,2016,A,,CH0002650296,,
23302,2016,A,,,,
23312,2016,A,,CH0002092622,,
23344,2016,A,BLKB,CH0001473559,513000000,0.56669
23375,2016,A,,,,
23444,2016,A,,CH0002906920,,
23470,2016,A,,,,
23473,2016,A,,CH0002606447,,
23481,2016,A,,CH0000288750,,
23511,2016,A,,CH0001052890,,
23516,2016,A,,CH0001850392,,
23553,2016,A,SPCE,CH0009153310,142463757.8,0.61496
23644,2016,A,,,,
23660,2016,A,,CH0001625802,,
23662,2016,A,CFR,CH0210483332,32563020000,2.38455
23663,2016,A,,CH0001609707,,
23664,2016,A,CFR,CH0210483332,35880330000,2.17881
23677,2016,A,BC,CH0018116472,708326220,0.91534
23679,2016,A,BC,CH0018116472,708326220,0.91534
23690,2016,A,,CH0000543378,,
23714,2016,A,PM,CH0002187810,449808520,1.53593
23716,2016,A,,,,
23779,2016,A,,CH0002657945,,
23785,2016,A,ROL,CH0003245351,120512471.48,1.21028
23786,2016,A,ROL,CH0003245351,120512471.48,1.21028
23796,2016,A,,CH0002332754,,
23823,2016,A,ROG,CH0012032048,160942366738,8.28733
23824,2016,A,ROG,CH0012032048,198158366738,8.28733
23849,2016,A,SCHN,CH0024638212,11834145852,6.90539
23866,2016,A,,,,
24289,2016,A,BKI,TH0042010007,,1.1014
24290,2016,A,BKI,TH0042010007,36625680000,1.1014
24295,2016,A,BRC,TH0070010002,,
24297,2016,A,BRC,TH0070010002,,
24311,2016,A,,,,
24327,2016,A,SPI,TH0027010Z03,,0.73338
24328,2016,A,SPI,TH0027010Z03,16303131900,0.73338
24335,2016,A,TPC,TH0072010Z09,,1.77856
24337,2016,A,TPC,TH0072010Z09,34781250000,1.77856
24351,2016,A,,TH0199010016,,
24369,2016,A,,TH0153010010,,
24381,2016,A,,TH0214010Z15,,
24385,2016,A,BR,TH4683010003,5846057971.2,1.31014
24394,2016,A,CWT,TH0225A10Z02,,1.88563
24396,2016,A,CWT,TH0225A10Z02,2123785300.1,1.88563
24401,2016,A,,TH0296010018,,
24416,2016,A,,TH0217010014,,
24436,2016,A,PK,TH0299010Z08,,1.09691
24438,2016,A,PK,TH0299010Z08,1550633100.9,1.09691
24439,2016,A,PG,TH0126010Z03,,0.50842
24441,2016,A,PG,TH0126010Z03,758400000,0.50842
24458,2016,A,,TH0273010Z11,,
24460,2016,A,SMG,TH0082010Y09,,
24461,2016,A,,TH0082010Y17,,
24462,2016,A,SMG,TH0082010Y09,,
24494,2016,A,,TH0287010Z11,,
24511,2016,A,TRS,TH0315010Z02,,
24513,2016,A,TRS,TH0315010Z02,,
24536,2016,A,POST,TH0078010Y07,,2.69207
24537,2016,A,POST,TH0078010Y07,1940000000,2.69207
24539,2016,A,TNL,TH0089010Z03,,0.82167
24541,2016,A,TNL,TH0089010Z03,2880000000,0.82167
24581,2016,A,CPF,TH0101A10Z01,,1.63013
24582,2016,A,CPF,TH0101A10Z01,217944286994,1.63013
24593,2016,A,TRU,TH0454A10Z04,,0.7583
24595,2016,A,TRU,TH0454A10Z04,2387021601.2,0.7583
24653,2016,A,LH,TH0143010Z08,,2.46102
24655,2016,A,LH,TH0143010Z08,115508150722,2.46102
24712,2016,A,FE,TH0087010Y08,,0.99912
24714,2016,A,FE,TH0087010Y08,1046250000,0.99912
24716,2016,A,RCL,TH0133010Z09,,0.46238
24717,2016,A,RCL,TH0133010Z09,4268062500,0.46238
24742,2016,A,TRUE,TH0375010Z06,,1.82052
24744,2016,A,TRUE,TH0375010Z06,238582596402,1.82052
24752,2016,A,CNS,TH0108010Z01,,0.97227
24753,2016,A,CNS,TH0108010Z01,5333163120,0.97227
24754,2016,A,CSR,TH0151010004,,0.98806
24756,2016,A,CSR,TH0151010004,1235125000,0.98806
24827,2016,A,NEP,TH0086010Z09,,0.98985
24828,2016,A,NEP,TH0086010Z09,671535571.32,0.98985
24844,2016,A,,TH0104010Z18,,
24845,2016,A,PR,TH0104010Z00,,2.14018
24846,2016,A,PR,TH0104010Z00,8533128798,2.14018
24901,2016,A,TR,TH0075010Z02,,0.41262
24903,2016,A,TR,TH0075010Z02,7862400000,0.41262
24995,2016,A,ROCK,TH0416010005,,0.77722
24997,2016,A,ROCK,TH0416010005,360000000,0.77722
25025,2016,A,EVER,TH0391010004,,1.07366
25027,2016,A,EVER,TH0391010004,2991282746.8,1.07366
25050,2016,A,,TH0063010019,,
25280,2016,A,BOOT,GB0001110096,266141478.07,1.15068
25352,2016,A,MRC,GB00BF4JDH58,1657178080.8,0.89397
25359,2016,A,SPT,GB0004726096,602967500,2.1765
25377,2016,A,DIS,GB0030164023,4618834.764,1.67269
25526,2016,A,SGC,GB00B6YTLS95,1478601238,8.40103
25580,2016,A,GNK,GB00B0HZP136,2529256000,1.34994
25600,2016,A,LAND,GB00BYW0PQ60,8705267026.8,0.74414
25661,2016,A,AVA,GB0033869347,2086695.52,
25668,2016,A,CCP,GB0004339189,68543160,1.35809
25679,2016,A,PRU,GB0007099541,42006777101,2.93589
25681,2016,A,CNC,GB0002183191,45085463.8,2.55102
25816,2016,A,CNS,GB00B54X0432,17799043.675,1.20474
25822,2016,A,TSCO,GB00BLGZ9862,14991822100,1.73799
25917,2016,A,HAS,GB0004161021,1399258900.7,3.05653
25959,2016,A,III,GB00B1YW4409,4439226830.4,0.99646
26000,2016,A,NEX,GB0006215205,1810019598,1.63536
26074,2016,A,PEN,GB0002570660,25201802.745,2.1327
26079,2016,A,PEG,GB00B4YL8F73,9730185.0225,2.32667
26100,2016,A,CCL,GB0031215220,29359440000,1.62408
26143,2016,A,MUR,GB0031067456,49007113.95,1.61012
26194,2016,A,HRI,GB0004228648,644770393.83,0.81471
26252,2016,A,BMY,GB0033147751,117501665.22,0.88369
26336,2016,A,CMS,GB0006683238,90816844.338,0.76823
26413,2016,A,HWC,GB0008579384,1179927.135,-4.37459
26540,2016,A,AAL,GB00B1XZS820,16266013371,1.05473
26607,2016,A,PFG,GB00B1Z4ST84,4209959571.8,5.32839
26630,2016,A,INSG,GB00BYV31355,2765696.13,4.30347
26710,2016,A,MTH,GB0005962864,26322064.55,0.8362
26777,2016,A,ARC,GB00BDBBJZ03,4779367.7647,2.13793
26779,2016,A,PIP,GB0003010609,1196994.0313,-0.31877
26798,2016,A,SKY,GB0001411924,14577266110,4.22896
26893,2016,A,WTI,GB00B15PVN63,6099618.354,0.26596
26925,2016,A,BGS,GB00BFXYH242,169234226.56,1.03577
26997,2016,A,ATR,GB0008710799,185874055.26,0.95312
27034,2016,A,ALU,GB0000280353,43902272.97,2.64792
27045,2016,A,AIR,GB00BD736828,40220579.441,2.89775
27071,2016,A,TRS,JE00B3DG9318,319463512.5,4.61146
27156,2016,A,CAL,GB00BL6XZ716,386288047.63,0.80881
27159,2016,A,CAR,GB0001751915,84256223.195,2.56253
27218,2016,A,CRL,GB0002341666,4637386.3325,0.6493
27231,2016,A,CTO,GB0002015021,24784018.448,1.75774
27275,2016,A,AEP,GB0000365774,269639954.64,0.91564
27432,2016,A,HVT,GB0004182506,8826543.075,2.58198
27434,2016,A,HVT,GB0004182506,23351508.225,2.58198
27439,2016,A,,,,
27527,2016,A,LTHM,GB00B04NP100,136080000,1.91169
27564,2016,A,MSI,GB0005957005,30652022.37,1.09237
27608,2016,A,PCH,GB0006926017,,
27664,2016,A,RGP,GB0002192606,1301225.853,-0.20573
27820,2016,A,WTS,GB0031939183,,
27966,2016,A,PRIM,GB00BKTCLJ25,1554768.8338,0.66667
28075,2016,A,,,,
28138,2016,A,PAG,GB00B2NGPM57,879378096.3,0.90704
28150,2016,A,PSN,GB0006825383,5478931743.8,2.00151
28157,2016,A,MMC,GB0001979029,19803494.587,0.60719
28159,2016,A,SNX,GB0007156838,31937616.66,0.80689
28193,2016,A,SMP,GB0007291015,620501431.2,0.6496
28199,2016,A,TOWN,GB0003062816,146195500,0.77003
28222,2016,A,AGS,GB00B4JV1B90,,
28272,2016,A,,,,
28278,2016,A,INTU,GB0006834344,3811728203.6,0.76559
28338,2016,A,COST,GB00B64NSP76,368728439.15,3.7021
28384,2016,A,EIG,GB00B1L8B624,460287343.11,0.3181
28392,2016,A,MCB,GB0005746358,283790998.77,4.14295
28479,2016,A,CHH,GB0001961035,94213000,3.29134
28512,2016,A,CNA,GB00B033F229,12848648524,4.81945
28528,2016,A,REX,GB00BMHTPY25,,
28534,2016,A,BBY,GB0000961622,1855410000,2.45101
28688,2016,A,ENV,VEV000561002,0.2158,0.74789
28693,2016,A,PGR,VEV000901000,,
28713,2016,A,,,,
28714,2016,A,PTN,VEV001091009,,
28729,2016,A,,,,
28730,2016,A,,,,
28748,2016,A,DOX,GB0022569080,8570555500,2.46214
28766,2016,A,HELE,BMG4388N1065,2342223621.3,2.32588
28786,2016,A,,,,
28787,2016,A,,,,
28788,2016,A,,,,
28789,2016,A,,,,
28790,2016,A,,,,
28791,2016,A,,,,
28792,2016,A,,,,
28794,2016,A,,,,
28795,2016,A,,,,
28797,2016,A,,,,
28798,2016,A,,,,
28800,2016,A,,,,
28801,2016,A,,,,
28802,2016,A,,,,
28804,2016,A,,,,
28805,2016,A,,,,
28806,2016,A,,,,
28807,2016,A,,,,
28808,2016,A,,,,
28809,2016,A,,,,
28819,2016,A,RCL,LR0008862868,17605312188,1.93011
28823,2016,A,AAON,US0003602069,1740130356.4,8.45141
28824,2016,A,AIR,US0003611052,1140705877.5,1.30052
28833,2016,A,ACNB,US0008681092,189504312.5,1.5784
28845,2016,A,ABM,US0009571003,2270676310.5,2.33129
28858,2016,A,AFL,US0010551028,28244376000,1.80164
28865,2016,A,AGCO,US0010841023,4597867639,1.65623
28870,2016,A,AES,US00130H1059,7659697535.8,2.74148
28887,2016,A,AMN,US0017441017,1830681400,4.07377
28942,2016,A,AXTI,US00246W1036,158553600,1.22614
28943,2016,A,AZZ,US0024741045,1653348600,3.19362
28958,2016,A,ABT,US0028241000,56572906164,2.75455
28960,2016,A,ANF,US0028962076,813096000,0.65391
28961,2016,A,ANF,US0028962076,,
28967,2016,A,ABMD,US0036541003,4799742971,11.7458
29054,2016,A,AYI,US00508Y1029,10096946058,5.8477
29087,2016,A,ADBE,US00724F1012,50883449300,6.85314
29156,2016,A,AMD,US0079031078,10602900000,25.48773
29167,2016,A,AEIS,US0079731008,2174232000,5.54546
29174,2016,A,,,,
29182,2016,A,AMG,US0082521081,8500050000,2.34834
29196,2016,A,A,US00846U1016,14761440000,3.47901
29201,2016,A,ADC,US0084921008,1204897190.9,1.76418
29210,2016,A,APD,US0091581068,31259395652,4.36973
29227,2016,A,AKAM,US00971T1016,11552629864,3.58291
29233,2016,A,,,,
29239,2016,A,ALG,US0113111076,869053172.4,2.24146
29245,2016,A,ALK,US0116591092,10942897965,3.7335
29251,2016,A,AIN,US0123481089,1486684666,2.9293
29252,2016,A,AIN,US0123481089,1336950558.6,2.9293
29253,2016,A,,,,
29255,2016,A,ALB,US0126531013,9686065920,2.55228
29266,2016,A,ALU,US0139043055,,
29274,2016,A,ALX,US0147521092,2179681886.5,6.17745
29275,2016,A,ARE,US0152711091,9742309244.4,2.08219
29285,2016,A,ALCO,US0162301040,225766775.25,1.31637
29287,2016,A,ALGN,US0162551016,7647429890,7.68286
29299,2016,A,Y,US0171751003,9371228931.7,1.21582
29304,2016,A,ATI,US01741R1023,1735179296.2,1.28041
29322,2016,A,BFH,US0185811082,13115900000,7.90972
29331,2016,A,LNT,US0188021085,8626554750.1,2.2337
29365,2016,A,MDRX,US01988P1084,1843007100,1.49538
29367,2016,A,ALL,US0200021014,27127920000,1.53135
29387,2016,A,,,,
29423,2016,A,AMZN,US0231351067,357687990000,18.54747
29438,2016,A,AMED,US0234361089,1432249275.5,3.11221
29442,2016,A,UHAL,US0235861004,7246842366.9,2.72366
29445,2016,A,AEE,US0236081024,12726796000,1.79175
29458,2016,A,,,,
29463,2016,A,AXL,US0240611030,1476450000,2.78576
29503,2016,A,AEO,US02553E1064,2759210620,2.29062
29507,2016,A,AEP,US0255371017,30958182987,1.77951
29511,2016,A,AXP,US0258161092,66968320000,3.26659
29512,2016,A,,,,
29514,2016,A,AFG,US0259321042,7659778039.9,1.69765
29524,2016,A,,,,
29616,2016,A,,,,
29621,2016,A,,,,
29624,2016,A,AWR,US0298991011,1666191161.6,3.37083
29639,2016,A,AVD,US0303711081,562417518.15,1.99305
29645,2016,A,AMWD,US0305061097,1222364085.3,3.8825
29654,2016,A,,,,
29677,2016,A,ABC,US03073E1055,17205748751,8.01587
29690,2016,A,AME,US0311001004,11147814880,3.42324
29694,2016,A,AMGN,US0311621009,107932222000,3.61279
29697,2016,A,AMKR,US0316521006,2517915750,1.81984
29711,2016,A,AP,US0320371034,205539250,1.38955
29713,2016,A,APH,US0320951017,20717760000,5.63764
29741,2016,A,ADI,US0326541051,22379346067,4.33237
29766,2016,A,ANDE,US0341641035,1261836300,1.62952
29789,2016,A,ANIK,US0352551081,716137920,3.21465
29799,2016,A,ANSS,US03662Q1058,7925267859.2,3.58868
29816,2016,A,,US03748R1014,,
29821,2016,A,APOG,US0375981091,1536312254.9,3.39315
29827,2016,A,,,,
29829,2016,A,,,,
29833,2016,A,AAPL,US0378331005,618034746120,4.59765
29856,2016,A,AIT,US03820C1053,2319985800,3.40059
29860,2016,A,AMAT,US0382221051,34787060000,4.82015
29874,2016,A,ATR,US0383361039,4561245000,3.88538
29902,2016,A,ADM,US0394831020,26157450000,1.52317
29945,2016,A,,US0405551047,,
29971,2016,A,ARW,US0427351004,6339496900,1.43641
29972,2016,A,AROW,US0427441029,546835404.19,2.34843
30029,2016,A,ASB,US0454871056,3757384920.9,1.28178
30051,2016,A,ASTE,US0462241011,1554683160,2.39983
30057,2016,A,ALOT,US04638F1084,106302577.5,1.50705
30059,2016,A,ATRO,US0464331083,984666810.96,2.91797
30061,2016,A,ATRO,US0464331083,725268422.88,2.91797
30103,2016,A,ATO,US0495601058,7706451024,2.10704
30109,2016,A,ATRI,US0499041053,925132800,5.67608
30146,2016,A,ADSK,US0527691069,16304403000,22.22523
30156,2016,A,ADP,US0530151036,46836846000,12.09351
30160,2016,A,AN,US05329W1027,4896729967.9,2.11952
30164,2016,A,AZO,US0533321024,22997105220,-12.30643
30174,2016,A,AVB,US0534841012,24328169644,2.39182
30190,2016,A,AVY,US0536111091,6201048149.2,6.70022
30197,2016,A,AVID,US05367P1003,179198800,-0.66392
30201,2016,A,AVA,US05379B1070,2566875480.7,1.55688
30207,2016,A,AVT,US0538071038,6063140736.7,1.29289
30229,2016,A,,US9038581081,,
30272,2016,A,BOKF,US05561Q2012,5425620353.3,1.65675
30284,2016,A,BRT,US0556453035,108370080,0.71631
30313,2016,A,BMI,US0565251081,1075929757.4,4.19942
30314,2016,A,,US0565251081,,
30327,2016,A,BCPC,US0576652004,2665119695.1,5.11507
30331,2016,A,,,,
30336,2016,A,BALL,US0584981064,13127125009,3.82158
30350,2016,A,BANF,US05945F1030,1471207501.8,2.06894
30371,2016,A,,US0596501017,,
30385,2016,A,BAC,US0605051046,222163025848,0.91947
30448,2016,A,B,US0678061096,2551312463.5,2.18367
30462,2016,A,BBSI,US0684631080,464340400,6.66265
30479,2016,A,BSET,US0702031040,325977588.8,1.80392
30485,2016,A,BAX,US0718131099,23926080379,2.88614
30531,2016,A,BDX,US0758871091,35310362464,4.64634
30532,2016,A,BBBY,US0758961009,6367881600,2.33608
30565,2016,A,BHE,US08160H1014,1504565000,1.10187
30593,2016,A,WRB,US0844231029,8060586269.5,1.7447
30597,2016,A,BRK.A,US0846701086,401413286841,1.41842
30599,2016,A,BRK.A,US0846701086,189530173738,1.41842
30600,2016,A,BHLB,US0846801076,1314543306.5,1.20237
30604,2016,A,BRY,US0857891057,,
30613,2016,A,BBY,US0865161014,13274978360,2.81907
30647,2016,A,BIG,US0893021032,2222244390,3.41553
30667,2016,A,BIO,US0905722072,5391275873.8,2.08418
30672,2016,A,BCRX,US09058V1035,467040060,295.93268
30682,2016,A,BMRN,US09061G1013,14302126190,5.17017
30732,2016,A,BKH,US0921131092,3274464700.1,2.02799
30735,2016,A,BLK,US09247X1019,61470316939,2.11253
30736,2016,A,BLK,US09247X1019,,
30747,2016,A,HRB,US0936711052,5069691738.4,-8.72194
30781,2016,A,BA,US0970231058,96078159687,117.59907
30793,2016,A,,,,
30811,2016,A,BWA,US0997241064,8371651339.6,2.60127
30812,2016,A,,US0997241064,,
30821,2016,A,SAM,US1005571070,2100757623.4,4.70408
30822,2016,A,SAM,US1005571070,1557686876.6,4.70408
30823,2016,A,,,,
30831,2016,A,BPFH,US1011191053,1385760777,1.93389
30832,2016,A,BXP,US1011211018,19343728212,3.46271
30834,2016,A,BSX,US1011371077,29462321352,4.37581
30856,2016,A,BYD,US1033041013,2277119924.1,2.43783
30865,2016,A,BRC,US1046741062,1894758055.1,3.11094
30866,2016,A,BRC,US1046741062,1761882573.7,3.11094
30867,2016,A,,,,
30905,2016,A,EAT,US1096411004,2744985091.7,-4.63715
30910,2016,A,BMY,US1101221083,97244160000,6.01126
30946,2016,A,BRO,US1152361010,6285065440,2.66305
30948,2016,A,BF.B,US1156372096,17765141280,13.52837
30949,2016,A,BF.B,US1156372096,10128741280,13.52837
30960,2016,A,BC,US1170431092,4871349180,3.38265
30964,2016,A,BMTC,US1176651099,714008987.25,1.87341
30971,2016,A,BKE,US1184401065,1108599384,2.57491
31034,2016,A,CFFI,US12466Q1040,173107165.85,1.24346
31051,2016,A,,,,
31121,2016,A,CMS,US1258961002,11620304000,2.73226
31123,2016,A,CMS,US1258961002,,
31138,2016,A,,,,
31139,2016,A,CNA,US1261171003,11225583917,0.99368
31147,2016,A,CCNE,US1261281075,386869373.1,1.82672
31170,2016,A,,,,
31171,2016,A,CSGS,US1263491094,1561432400,6.21194
31176,2016,A,CSX,US1264081035,33349516682,2.85551
31186,2016,A,CTS,US1265011056,733879865.6,2.30865
31191,2016,A,CVBF,US1266001056,2482217924.3,2.50511
31193,2016,A,CVS,US1266501006,83723510000,2.27324
31202,2016,A,,,,
31207,2016,A,CBT,US1270551013,3144129333.9,2.64978
31210,2016,A,CTRA,US1270971039,10865904280,4.23181
31212,2016,A,CACI,US1271903049,3023348900,1.78795
31220,2016,A,CDNS,US1273871087,7013656780,9.45529
31230,2016,A,CALM,US1280302027,2144121975,2.48425
31231,2016,A,CALM,US1280302027,1932081975,2.48425
31232,2016,A,,,,
31256,2016,A,CWT,US1307881029,1626013500,2.46563
31262,2016,A,MODG,US1311931042,1031516379.7,1.72227
31290,2016,A,CAC,US1330341082,687925046.55,1.75694
31299,2016,A,CPB,US1344291091,18624760000,11.72106
31323,2016,A,CCBG,US1396741050,344979415.04,1.25373
31339,2016,A,COF,US14040H1059,41894266040,0.9734
31380,2016,A,CAH,US14149Y1082,23174340000,3.59679
31405,2016,A,CSL,US1423391002,7111769079.6,2.88288
31422,2016,A,CSV,US1439051079,476613676.96,2.67777
31426,2016,A,CRS,US1442851036,1685526521.3,1.49497
31434,2016,A,CRZO,US1445771033,2432698837.7,103.70391
31458,2016,A,CWST,US1474481041,515759600,-21.02926
31459,2016,A,CWST,US1474481041,502605000,-21.02926
31460,2016,A,,,,
31461,2016,A,CASY,US1475281036,4642926161.6,3.83369
31469,2016,A,CASS,US14808P1093,823135466,3.95672
31487,2016,A,,,,
31488,2016,A,CAT,US1491231015,54390713866,4.14027
31490,2016,A,CATY,US1491501045,3027578834.3,1.65574
31492,2016,A,CATO,US1492051065,800269526.4,2.08456
31493,2016,A,CATO,US1492051065,747582120.32,2.08456
31494,2016,A,,,,
31506,2016,A,,,,
31512,2016,A,CGIP,US1508381001,201737250,0.54814
31584,2016,A,CENT,US1535271068,1689883335.5,3.02995
31585,2016,A,CENT,US1535271068,397029438.48,3.02995
31586,2016,A,,,,
31605,2016,A,CENX,US1564311082,746867678.32,0.98707
31615,2016,A,CNTY,US1564921005,201236519.86,1.52226
31647,2016,A,CERS,US1570851014,450116250,7.78928
31679,2016,A,CRL,US1598641074,3608586970,4.31253
31690,2016,A,CCF,US16150R1041,775217505.3,4.44738
31706,2016,A,CAKE,US1630721017,2855819594.6,4.73439
31721,2016,A,CHMG,US1640241014,171289669.55,1.1916
31723,2016,A,LNG,US16411R2085,9860340000,-7.06113
31735,2016,A,CPK,US1653031088,1091519258.1,2.44688
31741,2016,A,CVX,US1667641005,222630305869,1.52952
31751,2016,A,CHS,US1686151028,1852755670,3.04143
31758,2016,A,PLCE,US1689051076,1789035900,3.60484
31771,2016,A,CHH,US1699051066,3155612141.5,-10.13529
31799,2016,A,,,,
31800,2016,A,CHD,US1713401024,11222622098,5.67401
31801,2016,A,CHDN,US1714841087,2482425000,3.62398
31814,2016,A,CINF,US1720621010,12453300000,2.33077
31829,2016,A,CIR,US17273K1097,1066975151.4,2.63835
31835,2016,A,CSCO,US17275R1023,151976380000,2.39449
31836,2016,A,CRUS,US1727551004,3541100200,3.28946
31841,2016,A,CTAS,US1729081059,12042909633,5.99047
31843,2016,A,CZNC,US1729221069,317366573.6,1.7062
31863,2016,A,CIA,US1747401008,491803550.96,1.97432
31872,2016,A,CHCO,US1778351056,1033460485.2,2.33583
31895,2016,A,CLAR,US1806061057,,
31916,2016,A,CLH,US1844961078,3188632475.7,2.94089
31935,2016,A,CLX,US1890541097,15525218665,56.97711
31966,2016,A,COKE,US1910981026,1665656698.7,6.01036
31968,2016,A,COKE,US1910981026,1277247796,6.01036
31969,2016,A,KO,US1912161007,177780480000,7.70881
31976,2016,A,CVLY,US1920251048,241008613.47,1.55533
31984,2016,A,CGNX,US1924221039,5467439180,5.67987
31986,2016,A,CTSH,US1924461023,34066240000,3.17545
31988,2016,A,COHR,US1924791031,3341752740,3.63892
31994,2016,A,COHU,US1925761066,373103800,1.58451
32017,2016,A,CL,US1941621039,57790650539,-237.82527
32056,2016,A,COLB,US1972361026,2593316560,2.07665
32061,2016,A,COLM,US1985161066,4073595900,2.60991
32063,2016,A,CMCO,US1993331057,543770830.72,1.87287
32068,2016,A,FIX,US1999081045,1239059700,3.28983
32079,2016,A,CMA,US2003401070,11940613927,1.53163
32105,2016,A,CMC,US2017231034,2496763280.9,1.89233
32147,2016,A,CBU,US2036071064,2745787872.9,2.29176
32159,2016,A,CYH,US2036681086,636570082.2,0.39416
32244,2016,A,CMTL,US2058262096,276515958,0.60426
32246,2016,A,CAG,US2058871029,17325469405,3.87088
32282,2016,A,CNMD,US2074101013,1229165984.4,2.11715
32314,2016,A,ED,US2091151041,22472400000,1.57172
32325,2016,A,STZ,US21036P1084,30578713423,4.34782
32327,2016,A,STZ,US21036P1084,26998506540,4.34782
32340,2016,A,MCF,US21075N2045,235728524,0.99714
32382,2016,A,COO,US2166484020,8533960050,3.16088
32390,2016,A,CPRT,US2172041061,6101863344.6,7.85863
32407,2016,A,CMT,US2186831002,130636441.23,1.35002
32428,2016,A,GLW,US2193501051,22474020000,1.44129
32451,2016,A,CRVL,US2210061097,715984315.8,4.92385
32459,2016,A,COST,US22160K1051,70051967640,5.87515
32460,2016,A,CSGP,US22160N1090,6145904940,3.7153
32479,2016,A,CVLG,US22284P1057,352939972.82,1.49289
32480,2016,A,CVLG,US22284P1057,307490972.82,1.49289
32481,2016,A,,,,
32504,2016,A,CRD.B,US2246331076,703184160,4.5696
32506,2016,A,CRD.B,US2246331076,310106400,4.5696
32517,2016,A,CACC,US2253101016,4323529141.3,3.68368
32583,2016,A,AORT,US2289031005,629537100,3.01238
32593,2016,A,CFR,US2298991090,5600330518.8,1.9595
32599,2016,A,CULP,US2302151053,455662916.35,3.36436
32605,2016,A,CMI,US2310211063,22987894000,3.34369
32615,2016,A,CW,US2315611010,4345648078,3.36561
32633,2016,A,CYBE,US2325171021,180139250.7,3.68398
32687,2016,A,,US2332371069,120438095.2,1.26991
32692,2016,A,DHI,US23331A1097,10191990701,1.46152
32701,2016,A,DTE,US2333311072,17675903554,1.96159
32705,2016,A,DXPE,US2333774071,597436981.2,2.37449
32719,2016,A,DJCO,US2339121046,333864382.8,2.40379
32725,2016,A,DAKT,US2342641097,470574818.5,2.27807
32737,2016,A,DHR,US2358511028,53880848000,2.34236
32744,2016,A,DRI,US2371941053,9177264000,4.87174
32745,2016,A,DAR,US2372661015,2125148123.8,1.07712
32787,2016,A,,,,
32789,2016,A,DVA,US23918K1088,12490398322,2.68724
32812,2016,A,DECK,US2435371073,1773587800,1.82174
32818,2016,A,DE,US2441991054,32433676585,4.97449
32819,2016,A,,,,
32851,2016,A,DLA,US2473681037,157749640.71,1.04823
32857,2016,A,DEL,US2478501008,939329314.14,3.73947
32862,2016,A,DLX,US2480191012,3476379060,3.94608
32899,2016,A,DVN,US25179M1036,23885410000,4.02993
32923,2016,A,DHIL,US25264R2076,717723151.28,5.15516
32944,2016,A,DBD,US2536511031,1889891242.2,3.19562
32951,2016,A,DGII,US2537981027,358055197.5,1.20145
32957,2016,A,,US25384B1089,,
32983,2016,A,DDS,US2540671011,2015957373.7,1.17383
32984,2016,A,DDS,US2540671011,1764545335,1.17383
32985,2016,A,,,,
32991,2016,A,DIOD,US2545431015,1208085903.9,1.55677
33007,2016,A,DIS,US2546871060,166752000000,3.85911
33026,2016,A,,,,
33060,2016,A,D,US25746U1097,48098520000,3.29329
33061,2016,A,DCI,US2576511099,5592124437.3,7.11427
33084,2016,A,DOV,US2600031080,11646246191,3.06501
33107,2016,A,DRQ,US2620371045,2245678860.9,1.65559
33119,2016,A,DD,US2635341090,63344420200,6.48954
33126,2016,A,DCO,US2641471097,286113860.28,1.34894
33130,2016,A,DNB,US26483E1001,4464576000,-4.45566
33159,2016,A,DY,US2674751019,2522736689.9,4.11643
33216,2016,A,EOG,US26875P1012,58304381829,4.17009
33232,2016,A,EGBN,US2689481065,2073753657.5,2.46056
33278,2016,A,EWBC,US27579R1041,7328031534.3,2.13785
33280,2016,A,EML,US2763171046,130752448.2,1.5855
33286,2016,A,EGP,US2772761019,2461250607.9,3.85981
33287,2016,A,EMN,US2774321002,11013611456,2.43019
33299,2016,A,EBAY,US2786421030,32273030000,3.06225
33319,2016,A,ECL,US2788651006,34204796000,4.95643
33323,2016,A,,,,
33341,2016,A,EIX,US2810201077,23455148720,1.95525
33352,2016,A,EW,US28176E1082,19826917884,7.57041
33376,2016,A,EGHT,US2829141009,1275748831.5,4.60665
33412,2016,A,EA,US2855121099,23706760000,6.813
33421,2016,A,,,,
33466,2016,A,EME,US29084Q1004,4241848587.8,2.75966
33478,2016,A,EMR,US2910111044,35835904318,4.65989
33486,2016,A,,,,
33511,2016,A,,,,
33520,2016,A,WIRE,US2925621052,898873000.8,1.56842
33557,2016,A,EBF,US2933891028,444445199.3,1.77976
33566,2016,A,ENTG,US29362U1043,2529627355.6,2.8132
33573,2016,A,ETR,US29364G1031,13160638855,1.62843
33578,2016,A,EBTC,US2936681095,431028869.52,2.00678
33590,2016,A,EVC,US29382R1077,631166186,3.44043
33591,2016,A,EVC,US29382R1077,461203792,3.44043
33592,2016,A,,,,
