Area,2000Pop,2005Pop,2010Pop,fips
Harrison County,68635,67989,69099,54033
Jackson County,28002,28622,29211,54035
Jefferson County,42246,48662,53498,54037
Kanawha County,200111,193878,193063,54039
Lewis County,16914,16593,16372,54041
Lincoln County,22107,22160,21720,54043
Logan County,37705,36476,36743,54045
McDowell County,27331,23711,22113,54047
Marion County,56603,56068,56418,54049
Marshall County,35529,34122,33107,54051
Mason County,25952,26363,27324,54053
Mercer County,62978,61303,62264,54055
Mineral County,27086,27193,28212,54057
Mingo County,28247,27096,26839,54059
Monongalia County,81886,88424,96189,54061
Monroe County,13184,13369,13502,54063
Morgan County,14929,16462,17541,54065
Nicholas County,26561,26195,26233,54067
Ohio County,47432,45113,44443,54069
Pendleton County,8186,7941,7695,54071
Pleasants County,7513,7680,7605,54073
Pocahontas County,9114,8983,8719,54075
Preston County,29315,31513,33520,54077
Putnam County,51563,53614,55486,54079
Raleigh County,79237,78341,78859,54081
Randolph County,28274,28807,29405,54083
Ritchie County,10351,10506,10449,54085
Roane County,15447,15405,14926,54087
Summers County,14381,13950,13927,54089
Taylor County,16060,16318,16895,54091
Tucker County,7307,7178,7141,54093
Tyler County,9583,9531,9208,54095
Upshur County,23394,23654,24254,54097
Wayne County,42919,42860,42481,54099
Webster County,9716,9463,9154,54101
Wetzel County,17690,17101,16583,54103
Wirt County,5865,5836,5717,54105
Wood County,87954,86819,86956,54107
Wyoming County,25702,24471,23796,54109
Wisconsin,5363757,5546166,5686986,55000
Adams County,19940,21211,20875,55001
Ashland County,16845,16407,16157,55003
Barron County,44961,45808,45870,55005
Bayfield County,15027,15163,15014,55007
Brown County,226633,238587,248007,55009
Buffalo County,13797,13969,13587,55011
Burnett County,15650,16143,15457,55013
Calumet County,40683,46185,48971,55015
Chippewa County,55217,59802,62415,55017
Clark County,33548,34334,34690,55019
Columbia County,52510,55409,56833,55021
Crawford County,17241,16895,16644,55023
Dane County,426475,459048,488073,55025
Dodge County,85851,88168,88759,55027
Door County,27957,28146,27785,55029
Douglas County,43288,43872,44159,55031
Dunn County,39853,41988,43857,55033
Eau Claire County,93128,95007,98736,55035
Florence County,5079,4825,4423,55037
Fond du Lac County,97284,99297,101633,55039
Forest County,10027,9820,9304,55041
Grant County,49590,50244,51208,55043
Green County,33678,35174,36842,55045
Green Lake County,19115,19187,19051,55047
Iowa County,22790,23405,23687,55049
Iron County,6863,6411,5916,55051
Jackson County,19091,19885,20449,55053
Jefferson County,75855,80392,83686,55055
Juneau County,24323,26589,26664,55057
Kenosha County,149584,160088,166426,55059
Kewaunee County,20199,20650,20574,55061
La Crosse County,107156,109976,114638,55063
Lafayette County,16149,16703,16836,55065
Langlade County,20743,20477,19977,55067
Lincoln County,29625,29602,28743,55069
Manitowoc County,82907,81827,81442,55071
Marathon County,125908,128958,134063,55073
Marinette County,43392,42850,41749,55075
Marquette County,14539,15390,15404,55077
Menominee County,4554,4353,4232,55078
Milwaukee County,940127,932540,947735,55079
Monroe County,40885,42604,44673,55081
Oconto County,35657,37563,37660,55083
Oneida County,36736,36896,35998,55085
Outagamie County,161090,169740,176695,55087
Ozaukee County,82322,85178,86395,55089
Pepin County,7314,7566,7469,55091
Pierce County,36726,39318,41019,55093
Polk County,41322,44014,44205,55095
Portage County,67181,68045,70019,55097
Price County,15819,15046,14159,55099
Racine County,188849,193251,195408,55101
Richland County,17926,18256,18021,55103
Rock County,152315,156761,160331,55105
Rusk County,15350,15091,14755,55107
St. Croix County,63155,77061,84345,55109
Sauk County,55187,58856,61976,55111
Sawyer County,16221,16652,16557,55113
Shawano County,40676,41437,41949,55115
Sheboygan County,112663,114454,115507,55117
Taylor County,19682,20330,20689,55119
Trempealeau County,27002,28065,28816,55121
Vernon County,28058,28959,29773,55123
Vilas County,21055,22116,21430,55125
Walworth County,91895,99848,102228,55127
Washburn County,16007,16097,15911,55129
Washington County,117529,125788,131887,55131
Waukesha County,360810,378885,389891,55133
Waupaca County,51844,52508,52410,55135
Waushara County,23047,24564,24496,55137
Winnebago County,156752,161451,166994,55139
Wood County,75500,74981,74749,55141
Wyoming,493786,514157,563626,56000
Albany County,32029,33631,36299,56001
Big Horn County,11442,11193,11668,56003
Campbell County,33705,37888,46133,56005
Carbon County,15626,15077,15885,56007
Converse County,12046,12595,13833,56009
Crook County,5886,6176,7083,56011
Fremont County,35805,36838,40123,56013
Goshen County,12537,12460,13249,56015
Hot Springs County,4877,4604,4812,56017
Johnson County,7084,7685,8569,56019
Laramie County,81617,85732,91738,56021
Lincoln County,14568,15917,18106,56023
Natrona County,66541,69922,75450,56025
Niobrara County,2410,2315,2484,56027
Park County,25788,26372,28205,56029
Platte County,8792,8681,8667,56031
Sheridan County,26563,27075,29116,56033
Sublette County,5913,7515,10247,56035
Sweetwater County,37620,38739,43806,56037
Teton County,18257,19632,21294,56039
Uinta County,19745,19494,21118,56041
Washakie County,8292,8022,8533,56043
Weston County,6643,6594,7208,56045
